OAREA,DAREA,F0
吴江区,崇明区,1.6167887342161e-09
常熟市,崇明区,7.92663682978559e-08
张家港市,崇明区,1.338129843438482e-08
昆山市,崇明区,1.1769497237516369e-08
太仓市,崇明区,7.743396936345756e-07
崇川区,崇明区,9.291624732654134e-08
港闸区,崇明区,1.4601019832565238e-08
通州区,崇明区,6.455817637278595e-08
如东县,崇明区,6.850821832199014e-08
启东市,崇明区,4.308573283737251e-06
如皋市,崇明区,3.210479407670326e-08
海门市,崇明区,8.650852140936569e-07
海安市,崇明区,3.215889387876559e-08
广陵区,崇明区,4.6251034520014625e-10
邗江区,崇明区,1.833667439765308e-10
江都区,崇明区,1.0357165470287467e-09
仪征市,崇明区,7.067538386274614e-10
高邮市,崇明区,1.3682671081790971e-09
京口区,崇明区,6.912568383446804e-10
润州区,崇明区,3.135300441732479e-10
丹徒区,崇明区,7.777973393808633e-10
丹阳市,崇明区,7.406418239104807e-10
扬中市,崇明区,4.783350114919986e-09
句容市,崇明区,5.724456929357798e-10
海陵区,崇明区,9.134222744780956e-10
高港区,崇明区,7.567359526537557e-10
姜堰区,崇明区,2.053338759623229e-09
兴化市,崇明区,1.1398561296390292e-08
靖江市,崇明区,8.359479749706887e-09
泰兴市,崇明区,2.7946850009926722e-09
黄浦区,玄武区,1.119862606403683e-09
徐汇区,玄武区,7.078142531330374e-10
长宁区,玄武区,7.103922317526696e-10
静安区,玄武区,2.8005330001902104e-09
普陀区,玄武区,1.6725262673744991e-09
虹口区,玄武区,2.2310674679547588e-10
杨浦区,玄武区,2.0570681140121318e-10
闵行区,玄武区,1.1653637941042151e-09
宝山区,玄武区,1.8952750789557176e-10
嘉定区,玄武区,3.0109021787853384e-09
浦东新区,玄武区,5.362271230964126e-10
金山区,玄武区,2.790448189141829e-10
松江区,玄武区,2.0593067218423598e-10
青浦区,玄武区,4.991904216268396e-10
奉贤区,玄武区,1.115788755694113e-10
崇明区,玄武区,1.3696820633125968e-10
秦淮区,玄武区,8.40741285387186e-07
建邺区,玄武区,2.764936894387721e-07
鼓楼区,玄武区,7.660297845718344e-07
浦口区,玄武区,3.5294352105782964e-07
栖霞区,玄武区,1.5307193151143118e-06
雨花台区,玄武区,2.4331948309757736e-07
江宁区,玄武区,4.049198245796992e-07
六合区,玄武区,2.6683454613319735e-07
溧水区,玄武区,1.0943527457957698e-07
高淳区,玄武区,7.167489744210123e-08
锡山区,玄武区,1.6775857228547779e-09
惠山区,玄武区,4.053117593425249e-09
滨湖区,玄武区,1.9639078144436615e-09
梁溪区,玄武区,7.177288386105674e-09
新吴区,玄武区,3.025803734229315e-09
江阴市,玄武区,2.513025031354737e-09
宜兴市,玄武区,7.037944909620553e-09
天宁区,玄武区,1.1330290644071747e-08
钟楼区,玄武区,6.222542187877827e-09
新北区,玄武区,4.513114801497692e-09
武进区,玄武区,4.1447429865958476e-09
金坛区,玄武区,8.618408661110356e-09
溧阳市,玄武区,1.7571947972343855e-08
虎丘区,玄武区,1.6110820493298706e-09
吴中区,玄武区,8.075097221318016e-10
相城区,玄武区,2.214220797410762e-09
姑苏区,玄武区,5.128884126732193e-09
吴江区,玄武区,7.433113153153446e-10
常熟市,玄武区,9.65512629658175e-10
张家港市,玄武区,1.9771106091427456e-09
昆山市,玄武区,3.226827816967845e-09
太仓市,玄武区,8.128718803297744e-10
崇川区,玄武区,1.2020291068703764e-09
港闸区,玄武区,3.817055567912856e-09
通州区,玄武区,8.626808687759161e-10
如东县,玄武区,3.0878768459261397e-09
启东市,玄武区,2.568586360301676e-09
如皋市,玄武区,7.0310196637213356e-09
海门市,玄武区,1.009658783225444e-09
海安市,玄武区,8.941606847516616e-09
广陵区,玄武区,2.889362150999291e-09
邗江区,玄武区,9.962516608185138e-09
江都区,玄武区,4.90170885185665e-09
宝应县,玄武区,6.0101455343518825e-09
仪征市,玄武区,3.3983529390656195e-08
高邮市,玄武区,6.216539780601231e-09
京口区,玄武区,5.626968507747138e-09
润州区,玄武区,2.1070464270396483e-08
丹徒区,玄武区,2.908038430323011e-08
丹阳市,玄武区,7.431058681868261e-08
扬中市,玄武区,1.5393865216912282e-08
句容市,玄武区,1.1822943958933102e-07
海陵区,玄武区,8.905235632221848e-09
高港区,玄武区,5.443704630373127e-09
姜堰区,玄武区,7.1263742852279305e-09
兴化市,玄武区,7.120829172239044e-09
靖江市,玄武区,5.112717261825022e-09
泰兴市,玄武区,5.396343967565987e-09
黄浦区,秦淮区,7.780441650373012e-10
徐汇区,秦淮区,2.7165606282500454e-10
长宁区,秦淮区,1.1460080865716224e-09
静安区,秦淮区,1.3751870134692228e-09
普陀区,秦淮区,6.665620449544644e-10
虹口区,秦淮区,1.996570294190256e-10
杨浦区,秦淮区,1.416045543756477e-10
闵行区,秦淮区,1.7648701235328663e-09
宝山区,秦淮区,1.076353060192833e-10
嘉定区,秦淮区,7.219717940936679e-10
浦东新区,秦淮区,4.506610178917446e-10
金山区,秦淮区,7.043263607464814e-11
松江区,秦淮区,3.1186904269354476e-10
青浦区,秦淮区,4.619954024915597e-10
奉贤区,秦淮区,1.971423822533317e-10
崇明区,秦淮区,2.074297283396708e-10
玄武区,秦淮区,8.44760199860249e-07
建邺区,秦淮区,7.174800619503998e-07
鼓楼区,秦淮区,8.267840580081728e-07
浦口区,秦淮区,3.3491979007076803e-07
栖霞区,秦淮区,4.0912564427082564e-07
雨花台区,秦淮区,7.125261556620891e-07
江宁区,秦淮区,6.706305938367114e-07
六合区,秦淮区,1.6742933129994752e-07
溧水区,秦淮区,1.6286187348450566e-07
高淳区,秦淮区,1.0474451512787542e-07
锡山区,秦淮区,1.4983013832784276e-09
惠山区,秦淮区,1.1550360369522525e-09
滨湖区,秦淮区,2.041998211042345e-09
梁溪区,秦淮区,3.3727065115111047e-09
新吴区,秦淮区,2.563415810697818e-09
江阴市,秦淮区,1.649187909090837e-09
宜兴市,秦淮区,1.238269773160223e-08
天宁区,秦淮区,3.0938218793681884e-09
钟楼区,秦淮区,2.6854956937530664e-09
新北区,秦淮区,2.84784513840725e-09
武进区,秦淮区,2.557276904574142e-09
金坛区,秦淮区,6.191351128551895e-09
溧阳市,秦淮区,2.256201658596145e-08
虎丘区,秦淮区,1.021831077872903e-09
吴中区,秦淮区,4.993600833982685e-10
相城区,秦淮区,2.2767128830513337e-09
姑苏区,秦淮区,2.73322254115777e-09
吴江区,秦淮区,1.2250245187829715e-09
常熟市,秦淮区,7.615667253607086e-10
张家港市,秦淮区,9.824750208318985e-10
昆山市,秦淮区,1.1926186519694721e-09
太仓市,秦淮区,7.796607594162843e-10
崇川区,秦淮区,9.708786304912253e-10
港闸区,秦淮区,2.9401787530270568e-09
通州区,秦淮区,5.44364951081046e-10
如东县,秦淮区,9.352790292773747e-10
启东市,秦淮区,1.237715305165721e-09
如皋市,秦淮区,3.4290287937726147e-09
海门市,秦淮区,4.587194051742904e-10
海安市,秦淮区,5.618282257989593e-09
广陵区,秦淮区,3.215518500368541e-09
邗江区,秦淮区,8.095787731184377e-09
江都区,秦淮区,3.315753872421859e-09
宝应县,秦淮区,3.747877066234509e-09
仪征市,秦淮区,1.9046441537553438e-08
高邮市,秦淮区,3.824664292026165e-09
京口区,秦淮区,5.0040154454400515e-09
润州区,秦淮区,1.4786414771183235e-08
丹徒区,秦淮区,1.343511297952235e-08
丹阳市,秦淮区,2.0809043930356867e-08
扬中市,秦淮区,9.142368647815553e-09
句容市,秦淮区,7.557562458799192e-08
海陵区,秦淮区,7.201485825953697e-09
高港区,秦淮区,3.6881715009580176e-09
姜堰区,秦淮区,4.709430699819362e-09
兴化市,秦淮区,6.86257576398224e-09
靖江市,秦淮区,1.6591903975975108e-09
泰兴市,秦淮区,4.006089861669551e-09
黄浦区,建邺区,3.2220118680723164e-10
徐汇区,建邺区,1.443209231940154e-10
长宁区,建邺区,7.470618994780203e-10
静安区,建邺区,7.10529536601165e-10
普陀区,建邺区,3.9921498836376014e-10
虹口区,建邺区,7.547322046787335e-11
杨浦区,建邺区,8.698389757156947e-11
闵行区,建邺区,1.2744089642617518e-09
宝山区,建邺区,1.1019582521134866e-10
嘉定区,建邺区,5.135124208568638e-10
浦东新区,建邺区,3.289057814766693e-10
金山区,建邺区,8.652977623531044e-11
松江区,建邺区,1.768364561328455e-10
青浦区,建邺区,5.159844411405562e-10
奉贤区,建邺区,6.919960150615061e-11
玄武区,建邺区,2.612121148607484e-07
秦淮区,建邺区,7.340616251915184e-07
鼓楼区,建邺区,9.765670618400938e-07
浦口区,建邺区,7.481599893643453e-07
栖霞区,建邺区,1.9618365738962457e-07
雨花台区,建邺区,1.1379853623406479e-06
江宁区,建邺区,4.318714769011183e-07
六合区,建邺区,1.6717987905693735e-07
溧水区,建邺区,1.2200598499221083e-07
高淳区,建邺区,1.6053587507049278e-07
锡山区,建邺区,1.3605418448236988e-09
惠山区,建邺区,1.4190156068455439e-09
滨湖区,建邺区,1.2543449892116015e-09
梁溪区,建邺区,2.2542505214572883e-09
新吴区,建邺区,1.282006078902828e-09
江阴市,建邺区,1.6754323306860197e-09
宜兴市,建邺区,7.991492841351753e-09
天宁区,建邺区,1.916422376345748e-09
钟楼区,建邺区,1.7396080407013996e-09
新北区,建邺区,2.4657578682070006e-09
武进区,建邺区,2.4991064876741728e-09
金坛区,建邺区,5.961744314797671e-09
溧阳市,建邺区,1.5280705461244458e-08
虎丘区,建邺区,5.764440792964463e-10
吴中区,建邺区,4.0064466108803186e-10
相城区,建邺区,1.1058096320682869e-09
姑苏区,建邺区,1.4048320684106065e-09
吴江区,建邺区,5.287836850155663e-10
常熟市,建邺区,9.356202182164235e-10
张家港市,建邺区,1.7817860487269966e-09
昆山市,建邺区,8.040663664543014e-10
太仓市,建邺区,6.553707669082785e-10
崇川区,建邺区,9.318512887154812e-10
港闸区,建邺区,2.0203532042155673e-09
通州区,建邺区,8.471184388553875e-10
如东县,建邺区,1.9150564669853795e-09
启东市,建邺区,1.3033636641176992e-09
如皋市,建邺区,2.217221946245346e-09
海门市,建邺区,7.514108931444316e-10
海安市,建邺区,6.194391195894378e-09
广陵区,建邺区,2.2806515839951008e-09
邗江区,建邺区,6.4584756928306355e-09
江都区,建邺区,3.2223669163867996e-09
宝应县,建邺区,5.919996422427762e-09
仪征市,建邺区,1.468688328796911e-08
高邮市,建邺区,2.53011141803218e-09
京口区,建邺区,4.199890776106604e-09
润州区,建邺区,8.28227951270791e-09
丹徒区,建邺区,9.314398753429797e-09
丹阳市,建邺区,1.3043306308127005e-08
扬中市,建邺区,7.581482552342492e-09
句容市,建邺区,4.939805308820379e-08
海陵区,建邺区,5.7909999230675315e-09
高港区,建邺区,3.4649516292605962e-09
姜堰区,建邺区,2.651804429135028e-09
兴化市,建邺区,6.022138704338809e-09
靖江市,建邺区,2.9443450648336754e-09
泰兴市,建邺区,3.740467768315218e-09
黄浦区,鼓楼区,8.78689159050723e-10
徐汇区,鼓楼区,3.1192546078491046e-10
长宁区,鼓楼区,7.189681382412036e-10
静安区,鼓楼区,1.737952037639333e-09
普陀区,鼓楼区,9.151783749982372e-10
虹口区,鼓楼区,1.5914410035598043e-10
杨浦区,鼓楼区,1.17386052758158e-10
闵行区,鼓楼区,9.970755298448015e-10
宝山区,鼓楼区,1.4871089147672386e-10
嘉定区,鼓楼区,6.890551282186455e-10
浦东新区,鼓楼区,4.022510280452973e-10
金山区,鼓楼区,7.298325582295535e-11
松江区,鼓楼区,2.9830425729222343e-10
青浦区,鼓楼区,2.46616384099695e-10
奉贤区,鼓楼区,5.836617681566383e-11
崇明区,鼓楼区,2.1494150684144975e-10
玄武区,鼓楼区,7.840308214138521e-07
秦淮区,鼓楼区,8.485828668704877e-07
建邺区,鼓楼区,9.795091895049306e-07
浦口区,鼓楼区,8.737451354059513e-07
栖霞区,鼓楼区,5.504750779688688e-07
雨花台区,鼓楼区,3.5504296268993367e-07
江宁区,鼓楼区,3.126140790673544e-07
六合区,鼓楼区,3.6346570477522323e-07
溧水区,鼓楼区,9.181717066834402e-08
高淳区,鼓楼区,1.7014984680768096e-07
锡山区,鼓楼区,9.11285381493319e-10
惠山区,鼓楼区,1.333648520848743e-09
滨湖区,鼓楼区,1.2419684981446754e-09
梁溪区,鼓楼区,3.802680410247278e-09
新吴区,鼓楼区,1.4103962875016354e-09
江阴市,鼓楼区,1.7746382948790668e-09
宜兴市,鼓楼区,8.283381182723267e-09
天宁区,鼓楼区,4.49898045839788e-09
钟楼区,鼓楼区,3.2381058063474168e-09
新北区,鼓楼区,2.7542441554542187e-09
武进区,鼓楼区,2.087788279049289e-09
金坛区,鼓楼区,6.820147289001324e-09
溧阳市,鼓楼区,1.7584256702435065e-08
虎丘区,鼓楼区,9.507908512430854e-10
吴中区,鼓楼区,5.06883637051812e-10
相城区,鼓楼区,1.1155721928700549e-09
姑苏区,鼓楼区,2.796077355559283e-09
吴江区,鼓楼区,3.430775876551572e-10
常熟市,鼓楼区,6.313166422945488e-10
张家港市,鼓楼区,1.5513203571257208e-09
昆山市,鼓楼区,1.2358076742103672e-09
太仓市,鼓楼区,6.803327049668215e-10
崇川区,鼓楼区,1.3518630880348207e-09
港闸区,鼓楼区,6.6613265507223064e-09
通州区,鼓楼区,6.016835936672485e-10
如东县,鼓楼区,4.038120232315008e-09
启东市,鼓楼区,2.198635611167317e-09
如皋市,鼓楼区,7.760950585703718e-09
海门市,鼓楼区,3.168875260545082e-10
海安市,鼓楼区,1.3285510415953019e-08
广陵区,鼓楼区,3.297613876607173e-09
邗江区,鼓楼区,1.0377259147619634e-08
江都区,鼓楼区,4.8716982292938754e-09
宝应县,鼓楼区,5.825401815745124e-09
仪征市,鼓楼区,3.180884631403095e-08
高邮市,鼓楼区,2.845352230823096e-09
京口区,鼓楼区,4.671839891290068e-09
润州区,鼓楼区,1.597387924441014e-08
丹徒区,鼓楼区,1.0397910525738694e-08
丹阳市,鼓楼区,2.4532974607470054e-08
扬中市,鼓楼区,9.47344678600576e-09
句容市,鼓楼区,5.484425230256374e-08
海陵区,鼓楼区,1.2685871916431816e-08
高港区,鼓楼区,3.3721177865204114e-09
姜堰区,鼓楼区,6.201636381099432e-09
兴化市,鼓楼区,1.0158706257713074e-08
靖江市,鼓楼区,1.91030629479003e-09
泰兴市,鼓楼区,3.985118229531205e-09
黄浦区,浦口区,9.67566617784448e-10
徐汇区,浦口区,1.054972587204164e-09
长宁区,浦口区,1.3623999970749212e-09
静安区,浦口区,1.6969876224374987e-09
普陀区,浦口区,8.736472830844244e-10
虹口区,浦口区,1.491087173649458e-10
杨浦区,浦口区,2.7495967057765086e-10
闵行区,浦口区,2.63399245289895e-09
宝山区,浦口区,3.4833352660720657e-10
嘉定区,浦口区,2.9513342546096233e-09
浦东新区,浦口区,7.537713897832366e-10
金山区,浦口区,9.573346103783161e-10
松江区,浦口区,6.987341203640591e-10
青浦区,浦口区,1.9572575971427453e-09
奉贤区,浦口区,7.109140373985528e-10
崇明区,浦口区,1.0069381246909952e-09
玄武区,浦口区,3.2786248001503406e-07
秦淮区,浦口区,3.4082353016128783e-07
建邺区,浦口区,7.548169117011405e-07
鼓楼区,浦口区,8.606003979360872e-07
栖霞区,浦口区,3.530020551242162e-07
雨花台区,浦口区,3.8771655118985446e-07
江宁区,浦口区,3.553477220241994e-07
六合区,浦口区,2.766623615962936e-06
溧水区,浦口区,1.738284004830147e-07
高淳区,浦口区,1.3022134279438554e-07
锡山区,浦口区,3.541776507697172e-09
惠山区,浦口区,3.332135172498344e-09
滨湖区,浦口区,8.188661298002957e-10
梁溪区,浦口区,4.207602499531938e-09
新吴区,浦口区,5.197738182011969e-09
江阴市,浦口区,3.1407166131909823e-09
宜兴市,浦口区,2.9065870158303164e-08
天宁区,浦口区,4.391970100204197e-09
钟楼区,浦口区,3.6975849036857277e-09
新北区,浦口区,7.689032617328331e-09
武进区,浦口区,6.545530497164015e-09
金坛区,浦口区,1.0722336379802789e-08
溧阳市,浦口区,5.953617838106351e-08
虎丘区,浦口区,1.5387157561704186e-09
吴中区,浦口区,7.519571923051861e-10
相城区,浦口区,4.557870407977799e-09
姑苏区,浦口区,3.317010056834519e-09
吴江区,浦口区,1.8643731174291546e-09
常熟市,浦口区,1.7153696697649922e-09
张家港市,浦口区,2.5436188289262798e-09
昆山市,浦口区,4.970409719125158e-09
太仓市,浦口区,5.577529716345082e-10
崇川区,浦口区,1.4728100862677005e-09
港闸区,浦口区,5.9993636846513186e-09
通州区,浦口区,1.2684202845018455e-09
如东县,浦口区,2.7241074440242463e-09
启东市,浦口区,1.7166608501390414e-09
如皋市,浦口区,7.884820778064015e-09
海门市,浦口区,2.22678813351765e-09
海安市,浦口区,9.510637772686353e-09
广陵区,浦口区,5.535661260102434e-09
邗江区,浦口区,1.5362668837340796e-08
江都区,浦口区,9.417276798753379e-09
宝应县,浦口区,5.198153245650708e-09
仪征市,浦口区,8.08517822684197e-08
高邮市,浦口区,7.997786043727048e-09
京口区,浦口区,6.4456073759776584e-09
润州区,浦口区,1.50102252839944e-08
丹徒区,浦口区,2.781949107501263e-08
丹阳市,浦口区,5.318725033653444e-08
扬中市,浦口区,9.763672330544139e-09
句容市,浦口区,6.978916505538966e-08
海陵区,浦口区,1.1186748500311679e-08
高港区,浦口区,4.633899905888674e-09
姜堰区,浦口区,8.00144161745009e-09
兴化市,浦口区,1.0787195657005991e-08
靖江市,浦口区,2.68476796268137e-09
泰兴市,浦口区,7.000917718877426e-09
黄浦区,栖霞区,1.0200671158086555e-09
徐汇区,栖霞区,1.2630932654280804e-09
长宁区,栖霞区,5.831231093042555e-10
静安区,栖霞区,2.009158395356335e-09
普陀区,栖霞区,1.2464374663368151e-09
虹口区,栖霞区,2.9867887470536783e-10
杨浦区,栖霞区,1.6946776811072093e-10
闵行区,栖霞区,1.0602828940570556e-09
宝山区,栖霞区,2.281089505326676e-10
嘉定区,栖霞区,2.3306141984719122e-09
浦东新区,栖霞区,6.274460279190382e-10
金山区,栖霞区,7.375507079598364e-10
松江区,栖霞区,3.9476759990337857e-10
青浦区,栖霞区,9.843317031647614e-10
奉贤区,栖霞区,2.527860547066273e-10
崇明区,栖霞区,3.1030651924058553e-10
玄武区,栖霞区,1.5863954249084006e-06
秦淮区,栖霞区,3.731681322142804e-07
建邺区,栖霞区,1.879274528119593e-07
鼓楼区,栖霞区,5.599358878706163e-07
浦口区,栖霞区,3.2297540857780074e-07
雨花台区,栖霞区,1.8388929471015176e-07
江宁区,栖霞区,6.205716650223982e-07
六合区,栖霞区,1.0899117174978953e-06
溧水区,栖霞区,1.1830343817684404e-07
高淳区,栖霞区,1.277337071550428e-07
锡山区,栖霞区,2.1926724695276452e-09
惠山区,栖霞区,5.726712497602077e-09
滨湖区,栖霞区,1.9590225845723426e-09
梁溪区,栖霞区,5.751270895137832e-09
新吴区,栖霞区,4.41167863063867e-09
江阴市,栖霞区,4.270013117267745e-09
宜兴市,栖霞区,1.172406144681525e-08
天宁区,栖霞区,9.567607561352877e-09
钟楼区,栖霞区,4.784350319340877e-09
新北区,栖霞区,7.749618771664826e-09
武进区,栖霞区,6.028191793230172e-09
金坛区,栖霞区,1.0346752063676053e-08
溧阳市,栖霞区,2.553025921441635e-08
虎丘区,栖霞区,2.30852535072773e-09
吴中区,栖霞区,1.204383331559981e-09
相城区,栖霞区,3.194653984703532e-09
姑苏区,栖霞区,4.579028516584292e-09
吴江区,栖霞区,1.882116729117281e-09
常熟市,栖霞区,1.7316951858526037e-09
张家港市,栖霞区,3.2894249469412395e-09
昆山市,栖霞区,2.8937385304823963e-09
太仓市,栖霞区,1.2891138416060293e-09
崇川区,栖霞区,1.1800712044071774e-09
港闸区,栖霞区,9.691365586791218e-10
通州区,栖霞区,1.1400872590735355e-09
如东县,栖霞区,1.865519678507084e-09
启东市,栖霞区,1.0580412838906071e-09
如皋市,栖霞区,3.914762634474689e-09
海门市,栖霞区,1.0293386324161912e-09
海安市,栖霞区,3.448091888531754e-09
广陵区,栖霞区,4.264789799880892e-09
邗江区,栖霞区,1.6279034307275546e-08
江都区,栖霞区,7.847534782293785e-09
宝应县,栖霞区,6.407626449269742e-09
仪征市,栖霞区,3.660100706475154e-07
高邮市,栖霞区,8.362256235741518e-09
京口区,栖霞区,1.3044572076595953e-08
润州区,栖霞区,3.980233900273906e-08
丹徒区,栖霞区,1.2267522247267516e-07
丹阳市,栖霞区,8.14766796056335e-08
扬中市,栖霞区,1.05993768441719e-08
句容市,栖霞区,7.354299895417167e-07
海陵区,栖霞区,5.680379087157722e-09
高港区,栖霞区,6.00418155349932e-09
姜堰区,栖霞区,4.256425852135223e-09
兴化市,栖霞区,8.066250459614951e-09
靖江市,栖霞区,1.6547213399511567e-09
泰兴市,栖霞区,5.992949085408081e-09
黄浦区,雨花台区,6.97324698839044e-10
徐汇区,雨花台区,4.955503821424136e-10
长宁区,雨花台区,1.6933668813640887e-09
静安区,雨花台区,1.3879317311567091e-09
普陀区,雨花台区,8.997890706771412e-10
虹口区,雨花台区,1.1308368473657076e-10
杨浦区,雨花台区,1.7377394859021298e-10
闵行区,雨花台区,3.513679859093489e-09
宝山区,雨花台区,2.091387715399669e-10
嘉定区,雨花台区,1.748659878313738e-09
浦东新区,雨花台区,7.501647182325096e-10
金山区,雨花台区,6.914668717697085e-10
松江区,雨花台区,5.446381904717676e-10
青浦区,雨花台区,8.933764610600002e-10
奉贤区,雨花台区,1.0368374202275991e-10
崇明区,雨花台区,2.545531328954117e-10
玄武区,雨花台区,2.411385520368123e-07
秦淮区,雨花台区,7.322609550158142e-07
建邺区,雨花台区,1.1535064595296102e-06
鼓楼区,雨花台区,3.6334472713577924e-07
浦口区,雨花台区,4.008920083300587e-07
栖霞区,雨花台区,1.9421463583529775e-07
江宁区,雨花台区,1.1498310076962127e-06
六合区,雨花台区,1.4543239757624134e-07
溧水区,雨花台区,2.2180026583772373e-07
高淳区,雨花台区,1.624781195372287e-07
锡山区,雨花台区,4.516762344281429e-09
惠山区,雨花台区,2.1059026036250743e-09
滨湖区,雨花台区,1.1167573886807494e-09
梁溪区,雨花台区,5.254056931092863e-09
新吴区,雨花台区,2.561155163969286e-09
江阴市,雨花台区,1.8292459590801225e-09
宜兴市,雨花台区,2.0966315957172018e-08
天宁区,雨花台区,3.892383506392486e-09
钟楼区,雨花台区,3.115821446886561e-09
新北区,雨花台区,5.6582670337592955e-09
武进区,雨花台区,2.472547322590139e-09
金坛区,雨花台区,1.0815011629945687e-08
溧阳市,雨花台区,2.946244953969669e-08
虎丘区,雨花台区,8.701004475313515e-10
吴中区,雨花台区,8.129026668955659e-10
相城区,雨花台区,5.674495996747847e-09
姑苏区,雨花台区,3.3712627070767798e-09
吴江区,雨花台区,8.126068905643245e-10
常熟市,雨花台区,8.224283650807125e-10
张家港市,雨花台区,1.8372135881696958e-09
昆山市,雨花台区,2.766475897758937e-09
太仓市,雨花台区,6.042835467381132e-10
崇川区,雨花台区,1.0797430309135623e-09
港闸区,雨花台区,4.21966780050759e-09
通州区,雨花台区,7.125680192274163e-10
如东县,雨花台区,1.9129225829841582e-09
启东市,雨花台区,1.5188965973411968e-09
如皋市,雨花台区,4.318765170051626e-09
海门市,雨花台区,7.50573620870289e-10
海安市,雨花台区,9.016055386770982e-09
广陵区,雨花台区,3.1324017030105542e-09
邗江区,雨花台区,6.8060995847467814e-09
江都区,雨花台区,3.704629372044635e-09
宝应县,雨花台区,5.913399966463729e-09
仪征市,雨花台区,2.2378756546219258e-08
高邮市,雨花台区,6.378404120446462e-09
京口区,雨花台区,5.472014317696189e-09
润州区,雨花台区,1.4891491517268408e-08
丹徒区,雨花台区,1.6624094607707637e-08
丹阳市,雨花台区,2.188833794087863e-08
扬中市,雨花台区,6.170620913442315e-09
句容市,雨花台区,6.827461449195602e-08
海陵区,雨花台区,9.480230139283851e-09
高港区,雨花台区,5.058517247671964e-09
姜堰区,雨花台区,4.936492457381889e-09
兴化市,雨花台区,5.614399872305127e-09
靖江市,雨花台区,2.2623571374109947e-09
泰兴市,雨花台区,4.424565657969632e-09
黄浦区,江宁区,6.828847816631883e-10
徐汇区,江宁区,4.5117145772965345e-10
长宁区,江宁区,1.380356283039507e-09
静安区,江宁区,1.3653691444451459e-09
普陀区,江宁区,6.334981943897003e-10
虹口区,江宁区,1.2796852597928317e-10
杨浦区,江宁区,1.474854403609941e-10
闵行区,江宁区,2.7279162499558698e-09
宝山区,江宁区,5.325008276677881e-10
嘉定区,江宁区,1.7215824015792999e-09
浦东新区,江宁区,1.4127786744905934e-09
金山区,江宁区,5.868618219551589e-10
松江区,江宁区,1.0869012780669665e-09
青浦区,江宁区,1.3706402941018784e-09
奉贤区,江宁区,7.039877944679999e-10
崇明区,江宁区,6.481330695123229e-10
玄武区,江宁区,3.8585769011582686e-07
秦淮区,江宁区,6.758221981411243e-07
建邺区,江宁区,4.3828912512368247e-07
鼓楼区,江宁区,3.203375335563766e-07
浦口区,江宁区,3.6349222804976167e-07
栖霞区,江宁区,6.239824037461683e-07
雨花台区,江宁区,1.1520281501225678e-06
六合区,江宁区,2.2892218357167174e-07
溧水区,江宁区,1.5486489549004098e-06
高淳区,江宁区,9.883321855160172e-07
锡山区,江宁区,4.037013835342254e-09
惠山区,江宁区,4.7776487540735026e-09
滨湖区,江宁区,3.028382676525392e-09
梁溪区,江宁区,4.0588035611538965e-09
新吴区,江宁区,7.844235551838967e-09
江阴市,江宁区,7.72955663306359e-09
宜兴市,江宁区,5.1751074358201176e-08
天宁区,江宁区,4.874081398694369e-09
钟楼区,江宁区,6.331448079929114e-09
新北区,江宁区,9.689315955653529e-09
武进区,江宁区,2.6110189821504345e-08
金坛区,江宁区,6.738952151951517e-08
溧阳市,江宁区,9.449821558442079e-08
虎丘区,江宁区,1.8570391920675737e-09
吴中区,江宁区,1.0508116185748141e-09
相城区,江宁区,4.632239687599439e-09
姑苏区,江宁区,2.89030667852321e-09
吴江区,江宁区,2.6897355769576438e-09
常熟市,江宁区,4.790896919029179e-09
张家港市,江宁区,5.311297745621216e-09
昆山市,江宁区,3.5446677162270234e-09
太仓市,江宁区,2.521598949516443e-09
崇川区,江宁区,2.1487990541416325e-09
港闸区,江宁区,3.1660916751969818e-09
通州区,江宁区,1.3985324509779976e-09
如东县,江宁区,2.4353037248973332e-09
启东市,江宁区,2.5782360974019853e-09
如皋市,江宁区,5.263171114991656e-09
海门市,江宁区,1.194425450730741e-09
海安市,江宁区,6.751859374635195e-09
广陵区,江宁区,6.6290674001474525e-09
邗江区,江宁区,1.2921779394678427e-08
江都区,江宁区,9.226403449544796e-09
宝应县,江宁区,7.2494085736612165e-09
仪征市,江宁区,3.65093436230609e-08
高邮市,江宁区,1.072481824419938e-08
京口区,江宁区,1.5738706430944193e-08
润州区,江宁区,2.635404655929898e-08
丹徒区,江宁区,6.60751975089684e-08
丹阳市,江宁区,9.97964732589596e-08
扬中市,江宁区,3.2851087580424594e-08
句容市,江宁区,9.594427828714735e-07
海陵区,江宁区,9.614361893538985e-09
高港区,江宁区,1.220191158339699e-08
姜堰区,江宁区,5.722517478015102e-09
兴化市,江宁区,7.998483390886566e-09
靖江市,江宁区,6.720377794263447e-09
泰兴市,江宁区,9.34631970810023e-09
黄浦区,六合区,3.9898213207895523e-10
徐汇区,六合区,1.6754323074351826e-10
长宁区,六合区,3.8545320136036395e-10
静安区,六合区,5.621261414360819e-10
普陀区,六合区,5.070240192235115e-10
虹口区,六合区,5.84116144859846e-11
杨浦区,六合区,1.6156840351928512e-10
闵行区,六合区,7.854807391469084e-10
宝山区,六合区,5.799364190118407e-10
嘉定区,六合区,1.0116321602640096e-09
浦东新区,六合区,4.921353650395191e-10
金山区,六合区,1.0714992999493261e-09
松江区,六合区,8.211630169217199e-10
青浦区,六合区,1.4376244004347504e-09
