OAREA,DAREA,F0
太仓市,崇明区,7.170703869036963e-09
崇川区,崇明区,1.3248054172139334e-09
港闸区,崇明区,1.277326706574869e-09
通州区,崇明区,6.50257980172918e-10
如东县,崇明区,7.385541006970624e-10
启东市,崇明区,1.2719455854278144e-08
如皋市,崇明区,7.593913248526862e-10
海门市,崇明区,1.2789196707199655e-08
海安市,崇明区,2.652674791578181e-10
广陵区,崇明区,5.821586289585922e-10
邗江区,崇明区,1.794275140717663e-10
江都区,崇明区,1.133800636112403e-09
宝应县,崇明区,9.186600291180872e-10
仪征市,崇明区,1.273410982990101e-10
高邮市,崇明区,9.698782148948415e-11
京口区,崇明区,2.688415400733622e-10
润州区,崇明区,1.1245769899154125e-10
丹徒区,崇明区,1.6478292082660107e-10
丹阳市,崇明区,1.2871518672040888e-10
句容市,崇明区,1.1529733975953756e-10
海陵区,崇明区,7.268162649859765e-11
高港区,崇明区,2.089444830738517e-09
姜堰区,崇明区,3.836356064752277e-10
兴化市,崇明区,3.3864939429320033e-10
靖江市,崇明区,1.6144079786818227e-09
泰兴市,崇明区,6.71904953636817e-10
黄浦区,玄武区,5.091020956005121e-10
徐汇区,玄武区,3.1972455354000656e-10
长宁区,玄武区,2.1715168205518765e-10
静安区,玄武区,6.874454948828457e-11
普陀区,玄武区,2.518692624911166e-10
虹口区,玄武区,4.195265416936087e-10
杨浦区,玄武区,4.579285159390835e-10
闵行区,玄武区,2.1741423640849817e-10
宝山区,玄武区,7.334213039134524e-11
嘉定区,玄武区,8.863718833126814e-11
浦东新区,玄武区,2.545522826554731e-10
松江区,玄武区,8.367417235408071e-11
青浦区,玄武区,2.381766428139276e-10
崇明区,玄武区,9.227673774381988e-11
玄武区,玄武区,7.537649775830664e-06
秦淮区,玄武区,1.9670204769092533e-07
建邺区,玄武区,1.0907153771877641e-07
鼓楼区,玄武区,1.6738223860064512e-07
浦口区,玄武区,1.0984098009862298e-07
栖霞区,玄武区,3.0906603424022353e-07
雨花台区,玄武区,9.974836227516934e-08
江宁区,玄武区,7.586491189546463e-08
六合区,玄武区,3.991582178953353e-08
溧水区,玄武区,9.684403427863684e-09
高淳区,玄武区,3.930249340018092e-09
锡山区,玄武区,4.5506700238964764e-10
惠山区,玄武区,6.868608721292344e-11
滨湖区,玄武区,6.238658419229278e-10
梁溪区,玄武区,1.6482670592861657e-10
新吴区,玄武区,3.117051044486276e-10
江阴市,玄武区,2.1165475736144136e-10
宜兴市,玄武区,5.460565498573623e-10
天宁区,玄武区,6.916620294344409e-10
钟楼区,玄武区,2.895665828168423e-10
新北区,玄武区,5.902142050406604e-10
武进区,玄武区,2.633310653416718e-10
金坛区,玄武区,7.05409157838953e-10
溧阳市,玄武区,5.687287225859575e-10
虎丘区,玄武区,2.511691065703272e-10
吴中区,玄武区,2.5104706187644775e-10
相城区,玄武区,2.2889388781050879e-10
姑苏区,玄武区,4.5076333772314927e-10
吴江区,玄武区,1.361034760539245e-10
常熟市,玄武区,3.0434675047261046e-10
张家港市,玄武区,1.3993358107428273e-10
昆山市,玄武区,1.511868699351072e-10
太仓市,玄武区,1.7471369974174607e-10
崇川区,玄武区,4.0608802346957275e-10
港闸区,玄武区,1.348618965857944e-10
通州区,玄武区,5.149134361520577e-10
如东县,玄武区,2.3393264911442644e-10
启东市,玄武区,1.8312784155351363e-10
如皋市,玄武区,9.380775954822844e-10
海门市,玄武区,5.063628146768435e-10
海安市,玄武区,5.041314433003008e-10
广陵区,玄武区,9.483187227097905e-10
邗江区,玄武区,1.1082358031707694e-09
江都区,玄武区,1.0773739640321434e-09
宝应县,玄武区,4.3647020721494667e-10
仪征市,玄武区,1.6940507112488004e-09
高邮市,玄武区,7.372876703209629e-10
京口区,玄武区,1.1070016087190917e-09
润州区,玄武区,1.7097749722756568e-09
丹徒区,玄武区,1.7224025570044283e-09
丹阳市,玄武区,8.56165277843869e-10
扬中市,玄武区,1.7309786142698593e-09
句容市,玄武区,3.582587608738716e-08
海陵区,玄武区,3.4532213847397587e-10
高港区,玄武区,1.1345473865105032e-09
姜堰区,玄武区,4.860572496052305e-10
兴化市,玄武区,8.84937862086445e-10
靖江市,玄武区,1.1249792217871798e-09
泰兴市,玄武区,8.2088456958254e-10
黄浦区,秦淮区,5.264922286577567e-10
徐汇区,秦淮区,1.8086610341846796e-10
长宁区,秦淮区,3.593107913874439e-10
静安区,秦淮区,2.8437102405142e-10
普陀区,秦淮区,2.083781787351183e-10
虹口区,秦淮区,3.051301370550714e-10
杨浦区,秦淮区,2.4659299565295386e-10
闵行区,秦淮区,2.8441396220322897e-10
宝山区,秦淮区,8.401556282329671e-11
嘉定区,秦淮区,1.579456675626698e-10
浦东新区,秦淮区,2.7719725312945404e-10
金山区,秦淮区,1.8503236331050417e-10
松江区,秦淮区,2.3430298251192433e-10
青浦区,秦淮区,2.0210246992646305e-10
奉贤区,秦淮区,7.507098841505111e-11
崇明区,秦淮区,5.872539513462717e-11
玄武区,秦淮区,2.5955100851018575e-07
秦淮区,秦淮区,5.062464384510835e-06
建邺区,秦淮区,2.3229532925569728e-07
鼓楼区,秦淮区,1.8679087673213832e-07
浦口区,秦淮区,1.0626200870770904e-07
栖霞区,秦淮区,1.1316481686266996e-07
雨花台区,秦淮区,1.8869281538065245e-07
江宁区,秦淮区,9.291900946296999e-08
六合区,秦淮区,2.8985059353814963e-08
溧水区,秦淮区,9.361829828263713e-09
高淳区,秦淮区,7.068696563030833e-09
锡山区,秦淮区,2.5340612822672813e-10
惠山区,秦淮区,2.6227309571965473e-10
滨湖区,秦淮区,8.791410940182709e-10
梁溪区,秦淮区,6.293794300316133e-10
新吴区,秦淮区,3.967414945908584e-10
江阴市,秦淮区,3.2712416794976887e-10
宜兴市,秦淮区,7.582106710814118e-10
天宁区,秦淮区,6.602659614645298e-10
钟楼区,秦淮区,7.371267086147804e-10
新北区,秦淮区,6.677606850396338e-10
武进区,秦淮区,3.3517051515938965e-10
金坛区,秦淮区,7.695875169508304e-10
溧阳市,秦淮区,1.085825738150641e-09
虎丘区,秦淮区,3.1969064771021575e-10
吴中区,秦淮区,3.328492791210212e-10
相城区,秦淮区,2.6706030807713403e-10
姑苏区,秦淮区,4.398644646860408e-10
吴江区,秦淮区,1.1548927867609891e-10
常熟市,秦淮区,7.449532792686981e-11
张家港市,秦淮区,3.5621783093392924e-10
昆山市,秦淮区,1.7639620021445418e-10
太仓市,秦淮区,2.5017458823495374e-10
崇川区,秦淮区,5.685603596929571e-10
港闸区,秦淮区,3.4330724554191e-10
通州区,秦淮区,2.2938550946040974e-10
如东县,秦淮区,2.9775190562704637e-10
启东市,秦淮区,4.273262012419416e-10
如皋市,秦淮区,3.6738304838298615e-10
海门市,秦淮区,3.222519250294062e-10
海安市,秦淮区,4.2777582492915033e-10
广陵区,秦淮区,1.30761574704952e-09
邗江区,秦淮区,1.4105740414062935e-09
江都区,秦淮区,6.285091871629646e-10
宝应县,秦淮区,7.40725084418711e-10
仪征市,秦淮区,1.0010953369888737e-09
高邮市,秦淮区,5.865171280720079e-10
京口区,秦淮区,1.0838485737605756e-09
润州区,秦淮区,2.1762193439680587e-09
丹徒区,秦淮区,2.1922918649722543e-09
丹阳市,秦淮区,8.17302043904826e-10
扬中市,秦淮区,7.344025199127712e-10
句容市,秦淮区,1.8546604825966388e-08
海陵区,秦淮区,8.351062488824493e-10
高港区,秦淮区,9.025398112354988e-10
姜堰区,秦淮区,1.0053204133762747e-09
兴化市,秦淮区,1.0239619114741565e-10
靖江市,秦淮区,7.159426192667081e-10
泰兴市,秦淮区,6.965536044051231e-10
黄浦区,建邺区,2.9762404805736933e-10
徐汇区,建邺区,4.430526454360193e-10
长宁区,建邺区,2.369698560136469e-10
静安区,建邺区,2.4113078234081617e-10
普陀区,建邺区,4.711815575327903e-10
虹口区,建邺区,3.2701021055270616e-10
杨浦区,建邺区,1.0982878997233055e-10
闵行区,建邺区,4.2367209317725714e-10
宝山区,建邺区,1.4863761909455457e-10
嘉定区,建邺区,3.4545210777363125e-10
浦东新区,建邺区,2.954208585913927e-10
金山区,建邺区,4.532583856596026e-11
松江区,建邺区,3.130650121028836e-10
青浦区,建邺区,3.919332710994291e-10
奉贤区,建邺区,6.896068289776e-11
玄武区,建邺区,1.2006073452168324e-07
秦淮区,建邺区,1.6076990155160325e-07
建邺区,建邺区,6.001686991675292e-06
鼓楼区,建邺区,1.932572323061202e-07
浦口区,建邺区,1.3755754561578497e-07
栖霞区,建邺区,5.738175216707324e-08
雨花台区,建邺区,4.053264361167838e-07
江宁区,建邺区,7.098036494144982e-08
六合区,建邺区,2.547192847949662e-08
溧水区,建邺区,1.0224249298833071e-08
高淳区,建邺区,1.611682569395649e-08
锡山区,建邺区,4.4339136347095683e-10
惠山区,建邺区,5.889295329433026e-10
滨湖区,建邺区,9.378401196377715e-10
梁溪区,建邺区,5.139128084038171e-10
新吴区,建邺区,3.4709451082168334e-10
江阴市,建邺区,3.770959328979961e-10
宜兴市,建邺区,3.869428328369613e-10
天宁区,建邺区,6.065244718106201e-10
钟楼区,建邺区,5.642743652981957e-10
新北区,建邺区,4.089394480684781e-10
武进区,建邺区,2.964864228117309e-10
金坛区,建邺区,1.0211470264596837e-09
溧阳市,建邺区,5.69969350661927e-10
虎丘区,建邺区,4.5681975578649747e-10
吴中区,建邺区,3.7506246552029145e-10
相城区,建邺区,2.9736155327611894e-10
姑苏区,建邺区,6.090213899957826e-10
吴江区,建邺区,1.9449682809834087e-10
常熟市,建邺区,2.1898200814948265e-10
张家港市,建邺区,2.7268661969374807e-10
昆山市,建邺区,1.9641049793376792e-10
太仓市,建邺区,1.7023107616846721e-10
崇川区,建邺区,6.647239814563911e-10
港闸区,建邺区,9.460925956679892e-10
通州区,建邺区,4.816342265051986e-10
如东县,建邺区,7.293780701763532e-10
启东市,建邺区,9.040419722288089e-10
如皋市,建邺区,5.062205740814264e-10
海门市,建邺区,4.9337108081134e-10
海安市,建邺区,5.239434236329193e-10
广陵区,建邺区,1.2319836544489058e-09
邗江区,建邺区,1.6944582627294273e-09
江都区,建邺区,1.2596781793586419e-09
宝应县,建邺区,6.80434729040732e-10
仪征市,建邺区,2.73525764280885e-09
高邮市,建邺区,7.902082156407993e-10
京口区,建邺区,2.05763559785369e-09
润州区,建邺区,2.248974899249123e-09
丹徒区,建邺区,2.3189823787432286e-09
丹阳市,建邺区,7.626959303637717e-10
扬中市,建邺区,1.7990047505441433e-09
句容市,建邺区,1.1272620053155055e-08
海陵区,建邺区,9.690111932324052e-10
高港区,建邺区,6.6326300520894e-10
姜堰区,建邺区,5.683037939354902e-10
兴化市,建邺区,7.524942901899627e-10
靖江市,建邺区,6.377400246546021e-10
泰兴市,建邺区,1.4930032348568363e-09
黄浦区,鼓楼区,3.874244868643326e-10
徐汇区,鼓楼区,3.539039980420426e-10
长宁区,鼓楼区,4.56695022196384e-10
静安区,鼓楼区,2.8535074924022136e-10
普陀区,鼓楼区,2.5091530879725793e-10
虹口区,鼓楼区,2.321875482289817e-10
杨浦区,鼓楼区,1.7545927452064197e-10
闵行区,鼓楼区,2.740809265364602e-10
宝山区,鼓楼区,2.0295652056614764e-10
嘉定区,鼓楼区,2.2565932597337134e-10
浦东新区,鼓楼区,2.0036595913865685e-10
松江区,鼓楼区,1.75976431031279e-10
青浦区,鼓楼区,1.4646577151557995e-10
奉贤区,鼓楼区,1.1424993225150392e-10
崇明区,鼓楼区,1.0214137779608658e-10
玄武区,鼓楼区,1.999067758940251e-07
秦淮区,鼓楼区,1.48531893590488e-07
建邺区,鼓楼区,2.2707898467763812e-07
鼓楼区,鼓楼区,4.433215948279424e-06
浦口区,鼓楼区,1.4096706262079233e-07
栖霞区,鼓楼区,1.0640005154391494e-07
雨花台区,鼓楼区,1.0110819318384159e-07
江宁区,鼓楼区,4.4680748201305646e-08
六合区,鼓楼区,3.4512859786311575e-08
溧水区,鼓楼区,6.988154365287707e-09
高淳区,鼓楼区,6.7147538943536885e-09
锡山区,鼓楼区,2.5185746565215263e-10
惠山区,鼓楼区,1.900720526885995e-10
滨湖区,鼓楼区,7.398844676964001e-10
梁溪区,鼓楼区,1.0338671236729113e-09
新吴区,鼓楼区,3.696720509210297e-10
江阴市,鼓楼区,2.3428123991565687e-10
宜兴市,鼓楼区,7.692764731295401e-10
天宁区,鼓楼区,8.134527892071895e-10
钟楼区,鼓楼区,8.413703978532669e-10
新北区,鼓楼区,6.170147601167547e-10
武进区,鼓楼区,3.076753273027542e-10
金坛区,鼓楼区,7.250465484067038e-10
溧阳市,鼓楼区,1.0791898383207832e-09
虎丘区,鼓楼区,2.780197830153951e-10
吴中区,鼓楼区,2.547276337871047e-10
相城区,鼓楼区,1.055680339094727e-10
姑苏区,鼓楼区,5.322146057693143e-10
吴江区,鼓楼区,2.008710885232911e-10
常熟市,鼓楼区,2.0731216309749773e-10
张家港市,鼓楼区,1.5489287029790862e-10
昆山市,鼓楼区,1.0459322940848534e-10
太仓市,鼓楼区,2.175649654915603e-10
崇川区,鼓楼区,6.29299948534749e-10
港闸区,鼓楼区,1.4927900862413121e-10
通州区,鼓楼区,2.564816019193838e-10
如东县,鼓楼区,4.315678338198201e-10
启东市,鼓楼区,5.067617935580968e-10
如皋市,鼓楼区,6.789281506009478e-10
海门市,鼓楼区,4.904326075869919e-10
海安市,鼓楼区,8.835387876841064e-10
广陵区,鼓楼区,6.560603957163775e-10
邗江区,鼓楼区,1.3446621113065503e-09
江都区,鼓楼区,6.459636294044307e-10
宝应县,鼓楼区,4.831300869743183e-10
仪征市,鼓楼区,2.477876054278416e-09
高邮市,鼓楼区,5.100661087502361e-10
京口区,鼓楼区,1.3196003275023681e-09
润州区,鼓楼区,2.6022626778074044e-09
丹徒区,鼓楼区,1.5598899682734327e-09
丹阳市,鼓楼区,9.476917285797622e-10
扬中市,鼓楼区,7.98343768790767e-10
句容市,鼓楼区,1.0308072674827723e-08
海陵区,鼓楼区,9.9381889369969e-10
高港区,鼓楼区,1.0988544519258485e-09
姜堰区,鼓楼区,6.72522652733511e-10
兴化市,鼓楼区,6.233437522748151e-10
靖江市,鼓楼区,7.924271289361114e-10
泰兴市,鼓楼区,1.2619991867031096e-09
黄浦区,浦口区,2.122161836221702e-10
徐汇区,浦口区,2.030861416193027e-10
长宁区,浦口区,6.206975205657809e-11
静安区,浦口区,1.4737246454627626e-10
普陀区,浦口区,1.679843288629091e-10
虹口区,浦口区,1.9985959566470298e-10
杨浦区,浦口区,2.1815403542635264e-10
闵行区,浦口区,1.7262444312000553e-10
宝山区,浦口区,2.026502187512678e-10
嘉定区,浦口区,2.1113077314761537e-10
浦东新区,浦口区,2.263650273133764e-10
金山区,浦口区,2.7701898829536267e-11
松江区,浦口区,1.1958542255816476e-10
青浦区,浦口区,2.2693147059254653e-10
奉贤区,浦口区,2.1073430975462938e-10
崇明区,浦口区,1.3188003376582532e-10
玄武区,浦口区,3.269480801070952e-08
秦淮区,浦口区,2.6405057392467573e-08
建邺区,浦口区,4.70906736023704e-08
鼓楼区,浦口区,5.410142954108008e-08
浦口区,浦口区,3.9153421436812446e-06
栖霞区,浦口区,2.2453945115533407e-08
雨花台区,浦口区,3.047476374562489e-08
江宁区,浦口区,1.4507916555729006e-08
六合区,浦口区,8.563997334265499e-08
溧水区,浦口区,1.0161564827816308e-08
高淳区,浦口区,1.9618909888020292e-08
锡山区,浦口区,2.9808739097847966e-10
惠山区,浦口区,4.58102197487839e-10
滨湖区,浦口区,3.8212129379108277e-10
梁溪区,浦口区,7.328750188424785e-10
新吴区,浦口区,2.545614773545258e-10
江阴市,浦口区,2.4487501654058714e-10
宜兴市,浦口区,6.385196430432274e-10
天宁区,浦口区,5.354425278903384e-10
钟楼区,浦口区,3.793557728121928e-10
新北区,浦口区,4.0614027917288004e-10
武进区,浦口区,4.0422497888207443e-10
金坛区,浦口区,6.72104265416586e-10
溧阳市,浦口区,7.354045040260676e-10
虎丘区,浦口区,1.8613039947351007e-10
吴中区,浦口区,3.587913466229417e-10
相城区,浦口区,2.1808698769452423e-10
姑苏区,浦口区,3.72217028177762e-10
吴江区,浦口区,1.8370985337783764e-10
常熟市,浦口区,1.6729468298798858e-10
张家港市,浦口区,4.4997800267534655e-10
昆山市,浦口区,1.9206506187069145e-10
太仓市,浦口区,1.872729453651245e-10
崇川区,浦口区,5.223354574602541e-10
港闸区,浦口区,6.424729175275081e-10
通州区,浦口区,4.906025289185698e-10
如东县,浦口区,4.4577570206680807e-10
启东市,浦口区,4.943648743822926e-10
如皋市,浦口区,5.843995799924344e-10
海门市,浦口区,3.316882338708842e-10
海安市,浦口区,7.204943888397341e-10
广陵区,浦口区,1.0164883498504546e-09
邗江区,浦口区,9.949940210078261e-10
江都区,浦口区,1.4114475115095269e-09
宝应县,浦口区,9.010362524062485e-10
仪征市,浦口区,2.8246198938119777e-09
高邮市,浦口区,7.463825341148187e-10
京口区,浦口区,6.490683683581997e-10
润州区,浦口区,8.654330107118533e-10
丹徒区,浦口区,5.818380800837637e-09
丹阳市,浦口区,5.244059887303754e-10
扬中市,浦口区,2.1990038869730146e-09
句容市,浦口区,3.4969500739268817e-09
海陵区,浦口区,5.593310143118527e-10
高港区,浦口区,1.2161040092573728e-09
姜堰区,浦口区,7.525517126937154e-10
兴化市,浦口区,4.2157838832078367e-10
靖江市,浦口区,1.120586057075439e-09
泰兴市,浦口区,1.1297399669870516e-09
黄浦区,栖霞区,2.2612730381935882e-10
徐汇区,栖霞区,9.016615522203233e-11
长宁区,栖霞区,1.1023087747696011e-10
静安区,栖霞区,2.0937729627881244e-10
普陀区,栖霞区,7.671256207027105e-11
虹口区,栖霞区,2.7380664151618456e-10
杨浦区,栖霞区,2.682166056744117e-10
闵行区,栖霞区,2.0233428550434e-10
宝山区,栖霞区,1.3402817019509292e-10
嘉定区,栖霞区,2.15971913185287e-10
浦东新区,栖霞区,1.9813155116650403e-10
金山区,栖霞区,2.9517803902045444e-10
松江区,栖霞区,1.6989925849903625e-10
青浦区,栖霞区,1.7463853483243197e-10
奉贤区,栖霞区,6.736448720408004e-10
崇明区,栖霞区,4.684166236219856e-11
玄武区,栖霞区,2.1167926245629117e-07
秦淮区,栖霞区,5.883533399801213e-08
建邺区,栖霞区,3.464552982624689e-08
鼓楼区,栖霞区,7.185577089280477e-08
浦口区,栖霞区,3.5104481303798265e-08
栖霞区,栖霞区,4.186736589482988e-06
雨花台区,栖霞区,2.78240288960538e-08
江宁区,栖霞区,3.924969780678441e-08
六合区,栖霞区,4.375284562417239e-08
溧水区,栖霞区,5.413836065374604e-09
高淳区,栖霞区,7.373119281941122e-09
锡山区,栖霞区,2.887522819848128e-10
惠山区,栖霞区,4.5326501134907004e-10
滨湖区,栖霞区,5.428932982213621e-10
梁溪区,栖霞区,4.183479550835517e-10
新吴区,栖霞区,3.390605015834785e-10
江阴市,栖霞区,3.9906478835318685e-10
宜兴市,栖霞区,5.039819680053788e-10
天宁区,栖霞区,5.705416670654661e-10
钟楼区,栖霞区,4.042231682342283e-10
新北区,栖霞区,3.6618445183762954e-10
武进区,栖霞区,4.307225917029051e-10
金坛区,栖霞区,7.673162212134177e-10
溧阳市,栖霞区,1.2372812840907893e-09
虎丘区,栖霞区,3.5416348852865836e-10
吴中区,栖霞区,5.309870972973589e-10
相城区,栖霞区,2.3238294876346307e-10
姑苏区,栖霞区,3.5848026837369747e-10
吴江区,栖霞区,3.109007700513251e-10
常熟市,栖霞区,2.7333372479547657e-10
张家港市,栖霞区,5.505081054565954e-10
昆山市,栖霞区,2.1744619554225566e-10
太仓市,栖霞区,3.990979904635478e-10
崇川区,栖霞区,5.359615026433621e-10
港闸区,栖霞区,4.792116524594436e-10
通州区,栖霞区,3.3979551602313115e-10
如东县,栖霞区,3.1666468879683284e-10
启东市,栖霞区,2.1690583177772654e-10
如皋市,栖霞区,6.959676915317076e-10
海门市,栖霞区,3.213008578569652e-10
海安市,栖霞区,9.809806438476017e-10
广陵区,栖霞区,6.819649699185005e-10
邗江区,栖霞区,1.233314254577751e-09
江都区,栖霞区,1.2760959438042085e-09
宝应县,栖霞区,7.385389708321748e-10
仪征市,栖霞区,9.64357561892173e-09
高邮市,栖霞区,7.953091379578103e-10
京口区,栖霞区,1.1671017779797802e-09
润州区,栖霞区,2.386776296966602e-09
丹徒区,栖霞区,2.543501637266947e-09
丹阳市,栖霞区,1.241737032432605e-09
扬中市,栖霞区,1.1715761059364128e-09
句容市,栖霞区,4.371310736993924e-08
海陵区,栖霞区,4.207031174811643e-10
高港区,栖霞区,1.439801810082927e-10
姜堰区,栖霞区,8.0188271634856e-10
兴化市,栖霞区,4.0837595063487347e-10
靖江市,栖霞区,5.191488338612208e-10
泰兴市,栖霞区,1.018596853709553e-09
黄浦区,雨花台区,6.170948179122029e-10
徐汇区,雨花台区,1.3249428134966546e-10
长宁区,雨花台区,2.915609470560121e-10
静安区,雨花台区,2.307514471457017e-10
普陀区,雨花台区,3.0059987976533864e-10
虹口区,雨花台区,3.1293424499326056e-10
杨浦区,雨花台区,2.627531829237421e-10
闵行区,雨花台区,3.603869979854491e-10
宝山区,雨花台区,1.8600562902576579e-10
嘉定区,雨花台区,2.644658571235605e-10
浦东新区,雨花台区,2.5738780514148446e-10
金山区,雨花台区,1.3012444210550793e-10
松江区,雨花台区,2.371748700626839e-10
青浦区,雨花台区,1.3818100575732628e-10
奉贤区,雨花台区,1.759794937318589e-10
崇明区,雨花台区,1.3766257142983196e-10
玄武区,雨花台区,8.235919776409998e-08
秦淮区,雨花台区,1.4059770743444108e-07
建邺区,雨花台区,2.1556081686344294e-07
鼓楼区,雨花台区,9.00329316085215e-08
浦口区,雨花台区,7.221200121521689e-08
栖霞区,雨花台区,4.337515632677032e-08
雨花台区,雨花台区,5.7325159125320916e-06
江宁区,雨花台区,1.4949165335458148e-07
六合区,雨花台区,1.4559864827078721e-08
溧水区,雨花台区,2.95353385398806e-08
高淳区,雨花台区,7.902738406335038e-09
锡山区,雨花台区,2.9701408690224036e-10
惠山区,雨花台区,2.561724552247191e-10
滨湖区,雨花台区,6.64793580439192e-10
梁溪区,雨花台区,2.458958642581808e-10
新吴区,雨花台区,4.3180023661101144e-10
江阴市,雨花台区,2.70648042270634e-10
宜兴市,雨花台区,4.4434452261803554e-10
天宁区,雨花台区,9.673616273081736e-10
钟楼区,雨花台区,8.099782519413792e-10
新北区,雨花台区,4.4025399654829596e-10
武进区,雨花台区,4.1467402962362547e-10
金坛区,雨花台区,6.013491339983149e-10
溧阳市,雨花台区,1.0302667709069739e-09
虎丘区,雨花台区,2.4980355049103706e-10
吴中区,雨花台区,2.340770337465856e-10
相城区,雨花台区,3.6993033614873495e-10
姑苏区,雨花台区,3.250266551714862e-10
吴江区,雨花台区,1.3536350873996695e-10
常熟市,雨花台区,1.2224103158247064e-10
张家港市,雨花台区,2.870438798847879e-10
昆山市,雨花台区,1.5036489723246142e-10
太仓市,雨花台区,1.954842934297313e-10
崇川区,雨花台区,4.5436522983353435e-10
港闸区,雨花台区,4.023860384714982e-10
通州区,雨花台区,4.6090255952428425e-10
如东县,雨花台区,3.489912062982672e-10
启东市,雨花台区,3.1873137133520485e-10
如皋市,雨花台区,7.535587141843188e-10
海门市,雨花台区,2.832805246311804e-10
海安市,雨花台区,3.1336911356802526e-10
广陵区,雨花台区,1.1789536299107954e-09
邗江区,雨花台区,1.081014190604019e-09
江都区,雨花台区,6.696978111101701e-10
宝应县,雨花台区,1.085243015499236e-09
仪征市,雨花台区,1.3538896852070877e-09
高邮市,雨花台区,8.249390831983404e-10
京口区,雨花台区,1.5879563407192215e-09
润州区,雨花台区,2.152169074218819e-09
丹徒区,雨花台区,2.5695572994010343e-09
丹阳市,雨花台区,1.0035659215229842e-09
扬中市,雨花台区,8.607838152810268e-10
句容市,雨花台区,8.744329091739436e-09
海陵区,雨花台区,4.6365033316800183e-10
高港区,雨花台区,4.2314215493192255e-10
姜堰区,雨花台区,9.064024758402481e-10
兴化市,雨花台区,6.000863402306048e-10
靖江市,雨花台区,8.391472014664197e-10
泰兴市,雨花台区,1.0885621129927648e-09
黄浦区,江宁区,1.8010668324006766e-10
徐汇区,江宁区,2.345984812624516e-10
长宁区,江宁区,1.8437387495957762e-10
静安区,江宁区,1.4591988019098425e-10
普陀区,江宁区,1.841495021596859e-10
虹口区,江宁区,1.9788966917394818e-10
杨浦区,江宁区,2.3261946490394948e-10
闵行区,江宁区,2.3929214585588797e-10
宝山区,江宁区,2.144909095348361e-10
嘉定区,江宁区,2.1323074674447742e-10
浦东新区,江宁区,2.4414579943122206e-10
金山区,江宁区,1.2342984130863384e-10
松江区,江宁区,2.4865411751509414e-10
青浦区,江宁区,1.9348711032087325e-10
奉贤区,江宁区,1.0432859803966097e-10
崇明区,江宁区,1.305801513596146e-10
玄武区,江宁区,4.118963963883596e-08
秦淮区,江宁区,5.9406942661059504e-08
建邺区,江宁区,4.5166259408618304e-08
鼓楼区,江宁区,3.230682472276505e-08
浦口区,江宁区,2.0581989545450676e-08
栖霞区,江宁区,2.740869186890083e-08
雨花台区,江宁区,8.014107559191518e-08
江宁区,江宁区,2.011032149429511e-06
六合区,江宁区,1.0172744309073892e-08
溧水区,江宁区,2.367900057099178e-08
高淳区,江宁区,1.4387792582351529e-08
锡山区,江宁区,3.488127820492777e-10
惠山区,江宁区,4.0498829408227177e-10
滨湖区,江宁区,4.2039432822352e-10
梁溪区,江宁区,4.0169988110989694e-10
新吴区,江宁区,4.72598210482889e-10
江阴市,江宁区,4.2787304684939445e-10
宜兴市,江宁区,5.736865927589679e-10
天宁区,江宁区,3.874282040380376e-10
钟楼区,江宁区,4.780575328117554e-10
新北区,江宁区,4.4853757522135993e-10
武进区,江宁区,4.623470321186863e-10
金坛区,江宁区,9.031509329392274e-10
溧阳市,江宁区,1.2646919154425973e-09
虎丘区,江宁区,4.1466553991657476e-10
吴中区,江宁区,3.6018899691786493e-10
相城区,江宁区,2.4292957721288203e-10
姑苏区,江宁区,4.217042495374089e-10
吴江区,江宁区,1.9794902892540777e-10
常熟市,江宁区,2.0429640557663998e-10
张家港市,江宁区,4.537935631655663e-10
昆山市,江宁区,3.2091518689987807e-10
太仓市,江宁区,2.0603008871904092e-10
崇川区,江宁区,3.4479135391975826e-10
港闸区,江宁区,5.725263148457092e-10
通州区,江宁区,5.100552235770457e-10
如东县,江宁区,4.2299097858155904e-10
启东市,江宁区,3.4552386445223186e-10
如皋市,江宁区,5.786394151627985e-10
海门市,江宁区,3.8813146456727286e-10
海安市,江宁区,7.332092650779977e-10
广陵区,江宁区,9.132776796428397e-10
邗江区,江宁区,8.544987644112735e-10
江都区,江宁区,8.681659960047645e-10
宝应县,江宁区,9.607824603572852e-10
仪征市,江宁区,1.7979292806697616e-09
高邮市,江宁区,9.129141937342682e-10
京口区,江宁区,1.104590424188968e-09
润州区,江宁区,1.5877905291728595e-09
丹徒区,江宁区,1.8095548062656058e-09
丹阳市,江宁区,6.63469696587e-10
扬中市,江宁区,6.123738630615828e-10
句容市,江宁区,2.5141755106679087e-08
海陵区,江宁区,5.538179391025834e-10
高港区,江宁区,7.358495325456976e-10
姜堰区,江宁区,4.872030965271525e-10
兴化市,江宁区,4.3639685534763606e-10
靖江市,江宁区,1.3989864055975618e-09
泰兴市,江宁区,8.17441842291293e-10
黄浦区,六合区,1.0875185610245681e-10
徐汇区,六合区,1.2141860979505726e-10
长宁区,六合区,3.710948932774099e-11
静安区,六合区,8.810921131597036e-11
普陀区,六合区,4.30424467355711e-11
虹口区,六合区,5.120981260109778e-11
杨浦区,六合区,6.019717580419877e-11
闵行区,六合区,1.754511339196383e-10
宝山区,六合区,1.7547018613816683e-10
嘉定区,六合区,1.211791044228417e-10
浦东新区,六合区,1.256694211294417e-10
